Performance Zip Turtleneck,http://www.champ-sys.com.au/custom/running/tops/performance-zip-turtleneck.html,performance-zip-turtleneck,"Based on our popular Performance Winter Mock Turtleneck, this zippered version is ideal for competition and hard training. This garment will keep you toasty warm on cold days while the 7&#x201D; zipper offers extra ventilation to avoid over-heating . Made from CS Tech Fleece, the same single-sided fleece we use in our Fleece arm/knee/leg warmers. <p><br></p><p><br><b>Features:</b></p><p><br>-Made with CS Tech Fleece</p><p><br>-Mock turtleneck collar to keep you warm</p><p><br>-7&#x201D; zipper for ventilation</p><p><br>-Unlimited number of colours</p><p><br>-Thumb holes on sleeves</p><p><br><br>                    </p>",
Performance LS Run Top,http://www.champ-sys.com.au/performance-ls-run-top.html,performance-ls-run-top,"<p><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>The Champion System Technical Performance Long Sleeve Run Top is designed to maximize your workout by keeping you dry and comfortable.&#xA0; Made from our exclusive microfiber CS Tech fabric, the TPT offers the fit and feel you demand from your performance clothing.</span></p><br><p class='MsoNormal'><span style='color: #000000;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span></p><br><ul><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Constructed of CS Tech fabric.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>No annoying label tags at the neck</span></li><br><li><span style='color: #000000;'><span style='font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;'><span style='mso-list: Ignore;'><span style='font: 7.0pt &apos;Times New Roman&apos;;'>&#xA0;</span></span></span><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Fully customisable.&#xA0; </span></span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Great for clubs, events, corporate teams and more.</span></li><br></ul><br><p><span style='color: #000000;'>&#xA0;</span></p><br><p><em>&#xA0;</em></p>",
Apex Weather Lite Jacket,http://www.champ-sys.com.au/custom/running/tops/apexweatherlitejacket.html,apexweatherlitejacket,"<p>APEX WeatherLite Race Jacket is an ultra lightweight, versatile, multi-sport jacket that keeps you protected from the unexpected showers or cold winds. Made with our CS WeatherLite fabric, this jacket is highly wind resistant and breathable. Rain will roll right off the fabric surface because of its DWR (durable water repellence) finish. Extremely light and packable which is ideal for runners and adventure racers who need to move fast and light.</p><br><ul><br><li>Made with CS WeatherLite fabric</li><br><li>Full sublimation printing</li><br><li>Chest pocket for storage, can also be used to stow jacket</li><br><li>Storm hood with Velcro tab adjuster to allow better fit and comfort,it can be folded away when not raining</li><br><li>Elastic cuffs with thumb holes to keep your wrists warm</li><br><li>Single hand adjustable, draw-cord hem prevents weather entry and heat loss</li><br><li>Underarm vents for maximum air flow</li><br><li>Chest strap with snap button to keep the jacket in place while the front zipper is fully opened</li><br><li>Full length YKK front zip with interior storm flap for protection againstwind and rain</li><br><li>Reflective details for safety</li><br></ul>",
Apex Run Singlet,http://www.champ-sys.com.au/custom/running/tops/apex-run-singlet.html,apex-run-singlet,"<p><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Champion System Apex Run Singlet is constructed of our exclusive Champion System&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite</span><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>&#xA0;fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort.</span></span></p><br><p class='MsoNormal'><span style='color: #000000;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span></p><br><ul><br><li><span style='color: #000000; font-family: arial, helvetica, sans-serif;'><span style='font-size: 13px; line-height: 19px; background-color: #ffffff;'>Constructed of&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite fabric</span><span style='font-size: 13px; line-height: 19px; background-color: #ffffff;'>.</span></span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>No annoying label tags at the neck</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Fully customisable.&#xA0; </span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Great for clubs, events, corporate teams and more.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Mens Singlet - Crew neck only</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Women&apos;s specific-cut available - V- neck only&#xA0;</span></li><br></ul><br><p><span style='color: #000000;'>&#xA0;</span></p>",
Thermal Sleeveless - Base Layer,http://www.champ-sys.com.au/custom/running/tops/thermal-sleeveless-base-layer.html,thermal-sleeveless-base-layer,"<p>Designed for cold weather conditions, the thermal base layer uses the latest in heat retention technology to offer an innovative fabric that keeps heat closer to the body while at the same time wicking moisture away.&#xA0; The result is increased warmth while your body remains dry.&#xA0; It&#x2019;s the ideal base layer when the temperature drops. Our thermal base layers can also be customized. We do not print the entire base layer, just the area below the neck.&#xA0;Check out the picture &#x2014; where our Champion System logo appears is the area where we can print your logo.&#xA0;</p>",
Bella Racerback Singlet,http://www.champ-sys.com.au/custom/running/tops/bella-racerback-singlet.html,bella-racerback-singlet,"Racerback design made with lightweight moisture wicking fabric make this performance singlet ideal for training and competition. Made from our exclusive CS Tech Lite fabric, the Bella Racerback Singlet can be fully printed with your designs and logos.<br><p><br></p><p><br>- Fully Customisable</p><p><br>- CS Tech Lite fabric</p><p><br>- Lightweight and moisture wicking</p><p><br>- Tagless</p><p><br>- Great for running, hiking, yoga, and more.</p><p>                    </p>",
Apex WindGuard Run Jacket,http://www.champ-sys.com.au/custom/running/tops/apex-windguard-run-jacket.html,apex-windguard-run-jacket,"<p><span style='font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>When Summer runs into Autumn and Autumn runs into Winter this <span style='color: #ff6600;'>lightweight </span></span><span style='font-family: Arial, sans-serif; color: #ff6600;'>water-resistant </span><span style='font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'><span style='color: #ff6600;'>jacket</span>&#xA0;will be your go to run jacket that can do it all.</span></p><br><p class='MsoNormal' style='mso-margin-top-alt: auto; margin-bottom: 5.75pt;'><span style='color: #ff6600;'><strong><span style='font-family: Arial, sans-serif;'>Features</span></strong></span></p><br><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Constructed of CS WindGuard. Lightweight, </span><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black;'>water-resistant </span><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>and breathable to help keep your temperature regulated</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Draw cord that makes fine-tuning the fit easy</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Reflective details help with low light visibility</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Offset <span style='color: black; text-decoration: none; text-underline: none;'>zipper with</span> </span><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black;'>zipper garage </span><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>to help keep your chin from getting chafed</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Secure front zipper pockets, </span><strong><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; font-weight: normal;'>one with media pouch</span></strong><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>and a cord exit for your headphones,</span><span class='MsoHyperlinkFollowed'><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; text-decoration: none; text-underline: none;'>the other has an </span></span><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: #333333;'>interior credit card-size Velcro pocket for convenience.</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Elastic cuffs</span><br></li><li><span style='font-size: 9.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;'>Mesh venting in the back and the under arms to reduce over-heating &#xA0;</span><br><p><br>&#xA0;<a href='http://aucustom.champ-sys.com/Login/en-AU/Default.aspx' target='_blank'><img alt='' src='http://www.champ-sys.com.au/media/wysiwyg/Start_Customising_button_1.jpg' height='50' width='160'></a></p></li><br>",
Apex Women&apos;s Run Top (V Neck Design),http://www.champ-sys.com.au/custom/running/tops/custom-apex-women-s-run-top-v-neck-design.html,custom-apex-women-s-run-top-v-neck-design,"<p><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Champion System Apex Run Top is constructed of our exclusive Champion System&#xA0;</span> <span style='background-color: #ffffff;'>CS AirLite&#xA0;</span><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort. A must for training and competition.</span></span></p><br><p class='MsoNormal'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></p><br><ul><br><li><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Constructed of&#xA0;<span style='font-family: Arial, Helvetica, sans-serif; font-size: 12px; line-height: 18px; background-color: #ffffff;'>CS AirLite fabric</span>.</span></li><br><li><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;' lang='EN'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;' lang='EN'>No annoying label tags at the neck</span></li><br><li><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;' lang='EN'>Fully customisable.&#xA0; </span></li><br><li><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;; color: black; mso-ansi-language: EN;' lang='EN'>Great for clubs, events, corporate teams and more.</span></li><br></ul>",
Women&apos;s Specific Performance Run Top,http://www.champ-sys.com.au/custom/running/tops/custom-women-s-specific-performance-run-top.html,custom-women-s-specific-performance-run-top,"<p><span style='font-family: Arial, sans-serif; font-size: 10pt; background-color: #ffffff;'>A classic design for training and competition with a <strong>women&#x2019;s specific</strong> fit. Made from our exclusive microfiber CS Tech fabric for superior wicking and moisture management the performance run top can be fully printed with your designs and logos.&#xA0;</span></p><br><p class='MsoNormal' style='background-color: #ffffff;'><strong><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Features:</span></strong></p><br><ul style='margin-bottom: 1em; padding-left: 1.5em; list-style-position: outside; list-style-image: initial; background-color: #ffffff;'><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Constructed of&#xA0;</span><a style='color: #e26703;' href='running/fabrics'>CS Tech fabric</a><span style='font-size: 10pt; font-family: Arial, sans-serif;'>.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>No annoying label tags at the neck</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>Fully customisable.&#xA0;</span></li><br><li><span style='font-family: Symbol;'><span style='font-size: 7pt; line-height: normal; font-family: &apos;Times New Roman&apos;;'>&#xA0;</span></span><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>Great for clubs, events, corporate teams and more.</span></li><br></ul><br><p><strong><em>Women&apos;s Performance Run Top available in V-neck only.</em></strong></p><br><p>&#xA0;</p><br><p>&#xA0;</p>",
APEX Winter Shield Pro Jacket,http://www.champ-sys.com.au/apex-winter-shield-pro-jacket.html,apex-winter-shield-pro-jacket,"<p>The <span style='color: #ff6600;'>APEX Winter Shield Pro Jacket</span> is our superior heavy winter jacket. In conjunction with our Italian suppliers, eVent Fabrics, we have created a 3 layer bonded winter fleece fabric, called Winter Shield, that keeps the rider warm in cold conditions, but is able to breathe and remove moisture under intense performance conditions. The <span style='color: #ff6600;'> APEX Winter Shield Pro Jacket </span> is constructed in our new anatomic cut to maximise warmth, performance and comfort. This jacket can handle the coldest conditions.<br></p><p><span style='color: #ff6600;'>Features</span><br></p><li>3 layer bonded fleece fabric<br></li><li>80% Polyester, 10% Elastane, 10% PTFE<br></li><li>Highly water resistant<br></li><li>Breathable fabric<br></li><li>Other panels are fitted with our CS Tech Fleece winter fabric providing excellent warmth, stretch and fit<br></li><li>Upgraded anatomic cut and panel construction<br></li><li>Ideal for cold conditions<br></li><li>Features double needle cover stitch<br></li><li>3 rear pockets for storage with standard reflective piping, increasing visibility<br></li><li>Elasticised bottom gripper to keep jacket in place<br></li><li>&gt;Extended lower &#x2018;wing&#x2019; for additional protection<br></li><li>&gt;2 way YKK zipper enabling temperature regulation<br></li><li>Features a CS Contour lycra sleeve cuff that fits under or over a gloves<br><br><p><a href='https://aucustom.champ-sys.com/Login/en-AU/Default.aspx' target='_blank'><img alt='' src='http://www.champ-sys.com.au/media/wysiwyg/Start_Customising_button.jpg' height='60' width='191'></a></p>                    </li>",
